video_id,title,description,published_at,channel_id,channel_title,category_id,tags,duration,definition,caption,view_count,like_count,dislike_count,favorite_count,comment_count
dHb9rckCgSE,NEW! Taarak Mehta Ka Ooltah Chashmah | Ep 4101 | 3 June 2024 | Teaser,"Click here to subscribe to SAB: https://www.youtube.com/channel/UC6-F5tO8uklgE9Zy8IvbdFw?sub_confirmation=1

Episode 4101: Cake Gir Gaya
--------------------------------------------------------
Abdul's friend tries to talk to him, but Abdul is constantly busy with various tasks. Meanwhile, Popatlal drops a cake and angrily blames Bhide for the poor maintenance of the society.

Show Name – Taarak Mehta Ka Ooltah Chashmah
Star Cast –  Dilip Joshi, Disha Vakani, Amit Bhatt, Nitish Bhaluni
Episodes No - Ep 4101 | 3 June 2024
Produced By - Asit Kumar Modi

#TaarakMehtaKaOoltahChashmah #तारकमेहताकाउल्टाचश्मा #sab #Latest #New #TaarakMehtaKaOoltahChashmah2023 #tmkocfunnyepisodes #hindicomedy #comedyvideo #15yearsoftmkoc  #4000episodes

About the show: 
----------------------------------------------------------------------
Taarak Mehta Ka Ooltah Chashmah is a SAB Comedy Show inspired by the famous humorous column, Duniya Ne Undha Chashmah written by the eminent Gujarati writer, Mr. Tarak Mehta. This show revolves around the Gada family which consists of businessman, Jethalal Champaklal Gada, Jethalal's wife, Daya & their naughty son, Tipendra Gada living in Gokuldham Co-operative Society, and covers topical issues that are socially relevant. This hilarious show will surely tickle your funny bone.

Click here to watch the episode of Taarak Mehta Ka Ooltah Chashmah :
https://www.sonyliv.com/shows/taarak-mehta-ka-ooltah-chashmah-1000277739

NEW! Taarak Mehta Ka Ooltah Chashmah | Ep 4101 | 3 June 2024 | Teaser",2024-06-03T15:30:09Z,UC6-F5tO8uklgE9Zy8IvbdFw,Sony SAB,24,"['Nitish Bhaluni', 'तारक मेहता', 'Ooltah Chashmah', 'sab tv channel', 'taarak mehta latest episodes', 'taarak mehta ka ooltah chashmah', 'hindi comedy show', 'sab tv funny show', 'taarak new episode', 'ulta chashma', 'tarak mehta ka ultah chashma', 'taarak mehta episode', 'tmkoc todays episode', 'taark mehta new episodes', 'tmkoc teaser today', 'tmkoc new taarak mehta', 'dilip joshi', 'dilip joshi jethalal', 'tmkoc funny episode', 'tmkoc', 'tmkoc episode 4101', 'taarak mehta ka ooltah chashma teaser episode 4101']",PT10M30S,hd,false,2118860,33725,0,0,785
LSVoaUxz0zY,Loksabha Election Result 2024 Live: अब तक रुझान की 5 बड़ी बातें,"IBC24, Loksabha Election Result 2024 Live: अब तक रुझान की 5 बड़ी बातें

#loksabhaelectionresults2024 #loksabharesultlive #loksabhaelectionresults #cgloksabhaelection2024 #mploksabhaelection2024 #cgloksabhaelectionresult2024 #mploksabhaelectionresult2024 #loksabharesult2024live #cgloksabharesultlive #mploksabharesultlive 


Follow us: 
Facebook: https://www.facebook.com/IBC24News

Follow the IBC24 News channel on WhatsApp: https://whatsapp.com/channel/0029Va9nHPgEawdjuFf16O1W 

instagram : https://www.instagram.com/ibc24.in/

YouTube: https://www.youtube.com/channel/UCBc13XYipnBIBE3Ff8QaaGg

Telegram :  https://t.me/cg_mp_news

Facebook: https://www.facebook.com/IBC24News

Twitter: https://twitter.com/ibc24news?lang=en  

IBC24 Website: https://www.ibc24.in/

IBC24 is a media and news organization. Its Head office is in Raipur, the state capital of Chhattisgarh. This channel is providing primarily regional news of Madhya Pradesh & Chhattisgarh besides national, International, sports and other main news of public interests. Our wide network of reporters in rural and urban areas has made us one of the most reliable news channels of Madhya Pradesh and Chhattisgarh. 

We have a history of providing reliable news in matters pertaining to local, national and international significance. Many times our onscreen coverage has been picked up by various national and international news channels. Especially our coverage during Dantewada Naxal attack on CRPF jawans and during the Naxal attack on the motorcade of Congress leaders and the massacre that followed at Jhiram Ghati (also known as Darbha Ghati Massacre).

Video Link:https://youtu.be/LSVoaUxz0zY

Incoming Search Terms:
lok sabha election 2024,lok sabha election,lok sabha election results,lok sabha election exit poll 2024 results,lok sabha elections 2024,lok sabha elections,election 2024,2024 lok sabha election,election results,lok sabha election exit poll,lok sabha election 2024 live,loksabha election,lok sabha election exit poll 2024 live,loksabha election 2024,lok sabha election exit poll result 2024,lok sabha election 2024 exit poll,cgelection results 2024, cg loksabha election result 2024, mp loksabha election result 2024, lok sabha election,lok sabha election 2024,lok sabha election exit poll 2024 live,lok sabha election exit poll 2024 results,lok sabha election results,lok sabha election 2024 live,lok sabha elections 2024,election 2024,lok sabha exit poll results 2024 live",2024-06-04T04:33:11Z,UCBc13XYipnBIBE3Ff8QaaGg,IBC24,25,"['lok sabha election exit poll 2024 live', 'loksabha election 2024', 'lok sabha election exit poll result 2024', 'lok sabha election 2024 exit poll', 'cgelection results 2024', 'cg loksabha election result 2024', 'mp loksabha election result 2024', 'lok sabha election', 'lok sabha election 2024', 'lok sabha election exit poll 2024 results', 'lok sabha election results', 'lok sabha election 2024 live', 'lok sabha elections 2024', 'election 2024', 'lok sabha exit poll results 2024 live']",PT1M50S,hd,false,792317,0,0,0,102
pE2cPeVIOQk,"Election Result 2024: TMC Counting Agents Alleged Beating at Kolaghat, Debangshu Bhattacharya reacts","Election Result 2024: TMC Counting Agents Alleged Beating at Kolaghat Counting Centre, Debangshu Bhattacharya alleged rigging and demanded recounting of the vote.
#electionresult2024 #debangshubhattacharya #abhijitganguly #kolaghat #tmc #electionswithsp #banglanews #bengalinews #banglakhobor #sangbadpratidin  
````````````````````````````````````````````````````````````````````````````````````````````````````````````
For More Information :
Visit our Website: https://www.sangbadpratidin.in/
Like us on Facebook: https://www.facebook.com/sangbadpratidin.in/
Follow us on Twitter: https://twitter.com/SangbadPratidin
Follow us on Instagram: https://www.instagram.com/sangbadpratidin/",2024-06-04T15:15:05Z,UCLPCvTftdZpZQSM-mckfqXQ,Sangbad Pratidin,25,"['Bengali News', 'Bangla News', 'Sangbad Pratidin', 'Debangshu Bhattacharya news', 'Debangshu Bhattacharya latest update', 'Debangshu Bhattacharya latest news update', 'Debangshu Bhattacharya latest video', 'Debangshu Bhattacharya live update', 'Debangshu Bhattacharya live news', 'Debangshu Bhattacharya live news update', 'Debangshu Bhattacharya recent news', 'Election Result 2024 latest update', 'Election Result 2024 latest news', 'Election Result 2024 live update', 'Election Result 2024 live news']",PT3M4S,hd,false,396522,3237,0,0,932
V9QqWDx2xqs,Lok Sabha Polls: Smriti Irani loses Amethi | Kangana Ranaut wins Mandi | Annamalai loses Coimbatore,"The result of the Lok Sabha election 2024 is finally out. The BJP-led NDA has a majority of 290 seats, whereas the INDIA bloc is at 235
Among the 543 Lok Sabha seats, there were several constituencies where the election results were particularly unexpected.
Incumbent BJP MP Smriti Irani lost to Congress’ KL Sharma by over 1,65,000 votes. Nakul Nath, son of Congress leader Kamal Nath and the incumbent MP of CHHINDWARA; he lost his seat by over 1,13 thousand votes to BJP’s Bunty Vivek Sahu. In Kerala, BJP finally opened its account, all thanks to actor-turned-politician Suresh Gopi, who won the Thrissur seat by over 74 thousand votes and many more

#loksabhaelection2024 #elections2024 #vote #bjp #congress #smritiirani #kanganaranaut #annamalai 


Moneycontrol is India's leading financial and business portal with in-depth market coverage, analysis, expert opinions, and a gamut of financial tools.
A part of Network18, moneycontrol.com is the most influential destination for stock market news and advice, business news, and news about the Indian and global economy.
Subscribe: https://bit.ly/moneycontrolyoutube
Follow us:
Visit https://www.moneycontrol.com/
Facebook: https://www.facebook.com/moneycontrol/
Twitter: http://www.twitter.com/moneycontrolcom
Instagram: https://www.instagram.com/moneycontrolcom/",2024-06-04T15:21:57Z,UChftTVI0QJmyXkajQYt2tiQ,moneycontrol,25,"['Moneycontrol news', 'Moneycontrol live', 'share market', 'moneycontrol', 'moneycontrol news', 'business news', 'moneycontrol pro', 'money control', 'share market news', 'share bazaar', 'stock of the day', 'election news', 'lok sabha elections 2024', 'highlights of election results', 'election 2024 highlights', 'who lost election 2024', 'election 2024 losses', 'lok sabha election news', 'kangana ranaut election result', 'smriti irani result', 'annamalai election result']",PT2M57S,hd,false,162552,960,0,0,206
IJ27TN5YDtk,Finally gaon aa gaye dada dadi ke pass bike leke😍,"My Instagram = https://www.instagram.com/official_sahiljoshi/

My second channel = https://youtu.be/ErIbwNHqYQg",2024-06-04T02:57:33Z,UC49EgySW0Guwy5ThcN11ehQ,Sahil joshi Vlogs,22,[],PT16M35S,hd,false,735312,49984,0,0,1379
Dxn4JY4DXp4,Maharashtra Exit Poll | महाराष्ट्रात कुणाची बाजी? मविआ की महायुती? पाहा ग्राफिक्स N18EP,"The voting for the Lok Sabha Election 2024 was held a few days ago. The result will be announced on 4 June 2024. This general Lok Sabha election was held across the country. News18 network has conducted a mega exit poll on who will win this election. Voting in all the states, its geographical, social and other criteria have been studied. From this exit poll, it has been predicted how many seats all the parties including BJP, Congress, NCP, Shiv Sena will get, who will be elected where and who can be defeated.

जगातल्या सर्वात मोठ्या लोकशाहीची निवडणूक संपन्न झाली. सात टप्प्यात संपन्न झालेल्या या निवडणुकीत शेवटच मत पडताच आता प्रत्येकाच्या मनात  एकच प्रश्न आहे तो कुणाच्या हाती देशाची सत्ता येणार हा. श्वास रोखून संपूर्ण भारतातील जनता याची प्रतिक्षा करतेय. भारतातलं सर्वांत मोठं न्यूज नेटवर्क असलेलं न्यूज18 नेटवर्कनं भारतीय लोकशाहीच्या इतिहासात पहिल्यांदाच सर्व्हे घेऊन येतोय. आमचा हा EXIT नाही EXACT POLL आहे. 543 जागांवर जनतेनं काय फैसला यावर पाहा न्यूज18 नेटवर्कचा मेगा एक्झिट पोल पाहणार आहोत. 'न्यूज18 लोकमत'वर 'निकालाआधीचा निकाल' आम्ही तुम्हाला दाखवणार आहोत. सर्वात मोठा आणि विश्वसनीय 'एक्झिट पोल'मधून कुणाचं सरकार? जनतेनं कौल कुणाला दिला? कुणाच्या हाती देशाची सत्ता, पंतप्रधान कोण? कोणत्या पक्षाला किती जागा मिळणार? सर्व्हेत देशाचा विश्वास कुणावर? हे दाखवणार आहोत आम्ही 'न्यूज18 लोकमत'वर मेगा एक्झिट पोल'मध्ये. 


#News18ExitPoll #maharashtra  #exitpoll2024 #loksabhaelections2024 

News18 Lokmat is one of the leading YouTube News channels which delivers news from across Maharashtra, India and the world 24x7 in Marathi.  Stay updated on all the current events shaping Maharashtra's political landscape, with a special focus on key figures such as PM Narendra Modi, Amit Shah, Devendra Fadnavis, Ajit Pawar, Sharad Pawar, Eknath Shinde, Uddhav Thackeray, CMO Maharashtra, Aaditya Thackeray, Raj Thackeray, Manoj Jarange Patil, Prakash Ambedkar, and more.
We cover interesting stories from across the world as well.

Join us as we delve into the heart of Maharashtra Politics, providing comprehensive coverage and unbiased reporting on News18 Lokmat's platform. Don't miss out on the action, subscribe now for all the latest news, debates, and more.

Download our News18 Mobile App - https://onelink.to/desc-youtube",2024-06-01T14:43:05Z,UCrcpw88HvKJ0skdsHniCJtQ,News18 Lokmat,25,"['maharashtra exit poll', 'maharashtra exit poll 2024', 'maharashtra exit polls 2024 live updates', 'maharashtra exit poll results', 'maharashtra election exit poll', 'maharashtra exit poll results 2024', 'maharashtra loksabha exit poll 2024', 'maharashtra exit poll live', 'maharashtra politics', 'maharashtra news', 'maharashtra', 'maharashtra lok sabha exit poll', 'maharashtra exit poll result live', 'maharashtra lok sabha exit poll 2024', 'exit polls', 'maharashtra exit polls']",PT9M48S,hd,false,2547098,10566,0,0,974
6sNl_K6pkK4,"Lok Sabha Election Results 2024: Kangana से लेकर Pawan Singh, Celebrities में से कौन हारा कौन जीता?","Lok Sabha Election Results 2024: Kangana to Pawan Singh, who among the celebrities lost and who won? Along with top political figures fighting out in these elections, celebrity candidates contesting in this election are also being watched closely. Pawan Singh, Shatrughan sinha, pawan kalyan, Dinesh lal yadav aka Nirahua, Kangana Ranaut, Smriti irani, hema malini and many other BIG celebs have participated in this Election. Watch Video to know more

लोकसभा रिजल्ट 2024,लोकसभा चुनाव नतीजे,चुनाव रिजल्ट 2024,लोकसभा चुनाव 2024 के नतीजा,बीजेपी,चुनाव नतीजे,कांग्रेस,लोकसभा चुनाव रिजल्ट,2024 का लोकसभा चुनाव,2024 के नतीजे,2024 के चुनाव के नतीजे,mandi seat winner 2024, mathura seat winner 2024, amethi seat winner 2024, azamgarh Seat winner 2024

#LokSabhaElectionResults2024 #celebsLokSabhaElection2024 #Nirhaua #KanganaRanaut #PawanSingh
                ~HT.99~PR.132~
--------------------------------------------------------------------------------------------------------------
Subscribe to FilmiBeat Channel for latest updates on movies and related videos.

You Tube: https://goo.gl/qlauzb

Follow us on Twitter
https://twitter.com/filmibeat

Like us on Facebook
https://www.facebook.com/Filmibeat

Visit us: http://www.filmibeat.com/

Download app: https://play.google.com/store/apps/details?id=com.oneindia.common",2024-06-04T14:38:15Z,UCsaoYBUHz_lVB_dOmFwA9Zw,FilmiBeat,24,"['azamgarh seat se kaun jita', 'celebs haar jeet list of 2024', 'dinesh lal yadav in lok sabha election 2024', 'hema malini in lok sabha election', 'kangana ranaut', 'kangana ranaut in lok sabha election 2024', 'kangana ranaut win', 'lok sabha election 2024 results live', 'lok sabha election results 2024', 'nirahua', 'pawan singh', 'pawan singh election 2024', 'pawan singh in lok sabha election 2024', 'shatrughan sinha in lok sabha election 2024', 'smriti irani in lok sabha election 2024']",PT4M29S,hd,false,522224,3667,0,0,91
hu1FI8Ej0MM,Pretty Good Roast Show S1. E6 | Ft.  @Harshgujral,"Our Sixth episode of Pretty Good Roast Show.

Enjoy #roastcomedy!
Watch as #StandUpComedy artists   @Harshgujral     @ComicKaustubhAgarwal    ,  @a_sad_comic   ,  @daahabchishti   ,  @swatisachdeva95    and  Me, Aashish Solanki throw sharp and hilariously brutal jokes at each other.
Show Writers -  @ashishsolanki   @kushagrasrivastava ,   @Rawhitsingh  

More Episodes releasing soon. Subscribe for updates.
🔥 Want more?
To get access to unreleased edited-out content of this episode and behind the scenes.

Follow Pretty Good Show on Instagram: https://www.instagram.com/prettygoodroast/
and
Check out our YouTube Shorts for quick laughs and highlights.

🚨 Viewer Advisory: Contains Explicit Content. Headphones Recommended.

👍 Engage & Connect:

- Subscribe: to the channel for the latest updates and episodes.
- Like and Comment below to share your thoughts!
- For Live Show Tickets: http://linktr.ee/aashishsolanki
- Follow me on Instagram:  https://www.instagram.com/ashishsolanki_1/

📧 Business Inquiries: Reach out at info.aashishsolanki@gmail.com

Chapters:

00:00 Coming Up Next...
00:55 Intro
1:40 Introduction of Harsh Gujral
6:12 Introduction of Panel
7:49 Aashish on Haseeb Khan
9:24 Haseeb Khan on Panel
14:00 Haseeb Khan on Harsh Gujral
15:46 Aashish on Daahab Chishti
16:54 Daahab on Panel
20:35 Daahab on Harsh Gujral
23:30 Aashish on Kaustubh Agarwal
24:04 Kaustubh on Panel
30:40 Kaustubh on Harsh Gujral
32:41 Aashish on Swati Sachdeva
33:20 Swati on Panel
36:40 Swati on Harsh Gujral
37:51 Aashish on Harsh Gujral
38:28 Harsh Gujral on Panel
44:42 Gift for Harsh Gujral
45:22 BTS & Credits",2024-06-02T15:40:26Z,UCaUr7y4F9lWGnZ0cbUZyzYA,Aashish Solanki,23,"['ashish', 'solunki', 'ashishsolunki', 'rost', 'rostcomedy', 'comidy', 'stadupcomedy', 'standupcomedyindia', 'aashishsolanki', 'standupindia']",PT46M55S,hd,false,2787533,103677,0,0,5782
Z_9LUceDIks,"Beed Maharashtra Lok Sabha Election Result : निकालाआधी गोंधळ, पंकजा मुंडे पोहोचल्या तेव्हा काय झालं?","🔴लॉ़ग इन करा: https://www.mumbaitak.in/
Maharashtra Lok Sabha Election Result 2024 Live: Constituency wise Winners and losers candidates.. बीडमध्ये बजरंग सोनवणे विरुद्ध पंकजा मुंडे लढत खूपच अटीतटीची ठरली. मतमोजणीवेळी गोंधळाची स्थिती पाहायला मिळाली... #MHT058 
---------
डाऊनलोड करा Tak App. खालील लिंकवर करा क्लिक: 
https://newstak.app.link/fataak

Follow us on :
Website: https://www.mobiletak.in/mumbaitak
Google News : https://news.google.com/publications/CAAqBwgKMLeLpAsw-pW8Aw?hl=mr&gl=IN&ceid=IN%3Amr
Facebook: https://www.facebook.com/mumbaitak
Instagram: https://www.instagram.com/mumbaitak
Twitter: https://twitter.com/mumbai_tak

इंडिया टुडेच्या मुंबई तक या मराठी युट्यूब चॅनलवर आपलं स्वागत. इंडिया टुडे ग्रुपचे मॅगझिन, इंडिया टुडे टीव्ही आणि आज तक हे लोकप्रिय न्यूज चॅनल आपल्याला माहितीच आहे. त्यानंतर आता खास मराठी प्रेक्षकांसाठी आपण भारतीय प्रादेशिक भाषेतलं पहिलं मराठी चॅनल घेऊन आलोय. महाराष्ट्रासह राष्ट्रीय आणि आंतरराष्ट्रीयस्तरावरील महत्वाच्या बातम्या आणि घडामोडी आपल्याला अगदी सोप्या शब्दांत समजावण्याचा आमचा प्रयत्न असणार आहे. 
Namskar, Welcome to India Today group’s new Marathi YouTube channel – Mumbai Tak. Get all the latest important stories and updates from in and around Maharashtra in Marathi. Stay Tuned to Mumbai Tak for current affairs, politics, sports, business, entertainment, literature and many more in Marathi.",2024-06-04T15:56:38Z,UCQ2W9GCHctD59vQpvLKVg3g,Mumbai Tak,25,"['mumbai tak', 'beed lok sabha', 'pankaja munde', 'bajrang sonvane', 'maharashtra election result 2024', 'Lok Sabha election 2024 result', 'maharashtra election result 2024 live', 'maharashtra election results live', 'maharashtra election result live', 'maharashtra election result', '2024 election result', 'lok sabha result breaking', 'maharashtra lok sabha result 2024 live', 'lok sabha election result', 'maharashtra election final result', 'vote counting live', 'lok sabha election final tally today live']",PT3M34S,hd,false,301285,1257,0,0,196
vl1Rl-sG_-g,NEET RESULTS 2024 - AIR 1 from PW 🔥🔥!! Pwians Rocked !!,"🔗Arjuna NEET 2.0 2025 : https://physicswallah.onelink.me/ZAZB/kb1mrhsu 

🔗Lakshya NEET 2.0 2025: https://physicswallah.onelink.me/ZAZB/me1x48c4 

🔗Yakeen NEET 2.0 2025 : https://physicswallah.onelink.me/ZAZB/orp1u2zi

Vidyapeeth 11th NEET: https://physicswallah.onelink.me/ZAZB/vp11thneetWA
Vidyapeeth 12th NEET: https://physicswallah.onelink.me/ZAZB/12thNEET2025
Vidyapeeth Dropper NEET: https://physicswallah.onelink.me/ZAZB/VPdropperNeet25

Yakeen NEET Gujarati 2025: https://physicswallah.onelink.me/ZAZB/62e7krew 
Yakeen NEET Bangla 2025: https://physicswallah.onelink.me/ZAZB/7c2ueaj2
Yakeen NEET English 2025: https://physicswallah.onelink.me/ZAZB/5je08vs1


#NEETResults2024 #NEET2024 #PhysicsWallah #PW #NEET2024Result #NEETTopper #AIR1 #NEETAIR1 #NEET #NEETResult",2024-06-04T13:19:07Z,UCiGyWN6DEbnj2alu7iapuKQ,Physics Wallah - Alakh Pandey,27,"['neet results 2024', 'neet', 'neet 2024 result', 'neet air 1', 'air 1 neet', 'air 1 neet 2024', 'neet topper', 'neet topper 2024', 'neet 2024 air 1', 'air 1 from pw', 'air 1 from pw neet 2024', 'neet topper interview', 'neet air 1 2024', 'neet 2024', 'neet 2024 topper', 'pw', 'physics wallah', 'neet results', 'neet result', 'neet air 1 2024 pw', 'pw neet topper', 'neet topper 2024 air 1', 'neet topper pw', 'neet topper 2024 pw', 'neet result 2024', 'air 1', 'neet topper from pw', 'topper of neet 2024', 'pw neet', 'neet pw']",PT54M25S,hd,false,1092779,47474,0,0,1600
LpL7gf6gyo4,Election results don't matter - INDIA needs these 5 changes | Abhi and Niyu,"👉 Register for AI & ChatGPT workshop for FREE: https://link.growthschool.io/ANJ
👉 100% Discount for first 1000 people + Rs. 5000 bonus 🔥
👉 Become the top 1% professional by learning ChatGPT and AI today 🔥
❤ Reshare this with your friends who will need this 😇

Lok Sabha Election 2024 results are out. Soon Indian government will officially take charge of its responsibilities. But what does India need the most in the coming 5 years? What are the demands of the common people? What are some things which all of us need? In this video Abhi and Niyu discuss few areas where India needs to change drastically. 

These changes are at a national level for which not just the Central and State government have the responsibility, but we citizens have to actively contribute for making India a Global Leader


 #LoksabhaElectionResult #NDA #INDIAAlliance #abhiandniyu 

A video by Abhiraj Rajadhyaksha & Niyati Mavinkurve

Link to our videos

08:23 Pune Porsche accident exposed India's corrupt system https://youtu.be/LWwT3-rX6hk?si=DhTPE0v-2ifKUiBh

10:30 Indian cities are DYING with HEATWAVES https://youtu.be/hNTzil8ZSAg?si=QpmrRgtcvPmzTC7i

10:35 Why every INDIAN is suddenly falling sick? https://youtu.be/Oytl89UAvx8?si=Vk7SS5zcfLlzvghB

A video by Abhiraj Rajadhyaksha & Niyati Mavinkurve


Get our equipment:

My favourite camera: https://amzn.to/3hYR3ZT
Budget camera to shoot videos: https://amzn.to/3vmcHtZ
Best Tripod to shoot videos: https://amzn.to/3VtVY2D
Best Mic for YouTube: https://amzn.to/3C9OOtH
Best light for background lighting: https://amzn.to/3WM1CyN
Phone to shoot Reels: https://amzn.to/3GrhAZp
Best laptop to edit on: https://amzn.to/3juJIS5
Cheapest laptop to edit 4K videos: https://amzn.to/3vkSOUm


Facebook: https://www.facebook.com/abhiandniyu
Instagram: https://www.instagram.com/abhiandniyu
Twitter: https://twitter.com/abhiandniyu

About Us:
Abhi and Niyu is the fastest growing Indian educational YouTube channel. Abhi and Niyu are a husband-wife couple who believe in the power of our youth.

Abhi and Niyu started their page to talk about positive, impactful ideas and to inspire offline action from online content. It was a way to change the way our negative feeds operated and replace negative news with positive, action-oriented news that made some change. They decode and simplify issues for Millenials and believe small steps lead to big outcomes in the future. Their videos span different genres like history, environment, and sustainability, policy discussions, social commentary, economics, personal finance, among others.",2024-06-04T11:53:59Z,UCsDTy8jvHcwMvSZf_JGi-FA,Abhi and Niyu,27,"['abhi and niyu', 'abhi and niyu latest', 'abhi and niyu exposed', 'india today', 'latest news', 'infotainment', 'indian elections', 'voter demands', 'indian election demands', 'indian elections results', 'elections 2024 results', 'elections 2024', ""india's next pm"", 'next pm of india', ""who will be india's next pm""]",PT13M44S,hd,true,870590,60208,0,0,5031
BmtnxWCLDkM,ৰাজ্যত বিজেপি মিত্ৰজোঁটৰ বৃহৎ অগ্ৰগতি।,ৰাজ্যত বিজেপি মিত্ৰজোঁটৰ বৃহৎ অগ্ৰগতি। বদৰুদ্দিন আজমলৰ দুৰ্গ কঁপাই ৰকিবুল হুছেইন আৰু কংগ্ৰেছৰ ধুবুৰীত বৃহৎ উত্থান,2024-06-04T08:51:00Z,UCDnrXkM5KnZnfheiLDjaNbg,TIME8 News,25,"['TIME8', 'News', 'Breaking', 'Assam']",PT11M52S,sd,false,144208,1266,0,0,38
K7Kpj608TM8,Lok Sabha Election Result:Gandhi Nagar से Amit Shah की जीत | BJP | Gujarat News | Hindi News | N18ER,"Lok Sabha Election Result:Gandhi Nagar से Amit Shah की जीत | BJP | Gujarat News | Hindi News | N18ER

Lok Sabha Election Result 2024 Live | Lok Sabha Election 2024 Latest Exit Poll | Lok Sabha Election 2024 Latest Result

BJP-Congress Seats in Lok Sabha Election Result 2024 : लोकसभा का चुनाव खत्म हो गया है. अब हर किसी को नतीजे का इंतजार है. हालांकि नतीजों से पहले आए एग्जिट पोल ने लोगों की धड़कन को और बढ़ा दिया है. क्योंकि बीजेपी का 400 पार का नारा कई एग्जिट पोल में सफल होता हुआ नजर आ रहा है. फिलहाल जो राजनीतिक हालात हैं, उसके हिसाब से इस बार केवल किंग की चर्चा होगी. क्योंकि इस बार राजनीतिक गुणा-गणित ने किंग मेकर की भूमिका को लगभग खत्म कर दिया है. News18 एग्जिट पोल में एनडीए को 355 से 370 सीटें मिली हैं. वहीं इंडिया गठबंधन के 125 से 140 सीटें मिल रही हैं. हालांकि अब जो भी नतीजे होंगे, वो आज यानी कि 4 जून को पता चल ही जाएंगे.

#amitshah #loksabhaelectionresult #loksabhaelection2024 #CountingDayWithNews18  #biharnews  #live #pmmodi #rahulgandhi #indiaalliance #livenews #news18biharjharkhand #election #congress #bjp #congress #nitishkumar #tejashwiyadav #pawansingh #upendrakushwaha 

बिहार और झारखंड के ताज़ा ख़बरों के लिए देखते रहिए News18 Bihar/Jharkhand 
#news18biharjharkhand #latestnews#BiharJharkhandnews

lok sabha election result 2024 | lok sabha election 2024 results live | live updates lok sabha election 2024 results | news live | hindi hews | latest news | breaking news| top news |  news18 | aaj ki taaja khabar | 

 For all the latest news from Bihar and Jharkhand, keep watching News18 Bihar Jharkhand LIVE TV on YouTube.



About:
News18 Bihar Jharkhand is one of most watched Hindi Regional News channel.

Here you can watch hindi news, breaking news, politics news, latest news, entertainment news, tech news, auto news, lifestyle news, local news, regional news, district news & more.
भारत का एक मात्र भरोसेमंद और लोकप्रिय न्यूज़ चैनल है। यह चैनल नेटवर्क १८ का हिस्सा है। यह चैनल Bihar & Jharkhand के सभी क्षेत्रीय खबरों के साथ साथ सरकार, राजनीति, पर्यावरण , खेल-कूद से जुड़ी राष्ट्रीय एवं अंतराष्ट्रीय खबरें प्रसारित करता है|

Subscribe to our channel for latest news updates: http://bit.ly/1qCxCUe

Website: https://bit.ly/2DXNi2I

Like Us: https://www.facebook.com/News18Bihar/
               https://www.facebook.com/News18Jharkhand/

Follow Us: https://twitter.com/News18Bihar
                    https://twitter.com/News18Jharkhand
News18 Mobile App - https://onelink.to/desc-youtube",2024-06-04T06:56:21Z,UC531MlZA5LUbeGwEN_zcppw,News18 Bihar Jharkhand,25,"['amit shah', 'lok sabha election result', 'election counting result', 'votes counting in evm', 'lok sabah election result', 'lok sabha election result 2024 live', 'election result', 'pawan singh', 'upendra kushwaha', 'live', 'lok sabha election 2024', 'india national elections 2024', 'election result updates', 'lok sabha election', 'general election', 'lok sabha election in india 2024', 'india election 2024', 'indian general election', 'pm modi', 'rahul gandhi', 'breaking news', 'lok sabha election result news']",PT12M58S,hd,false,3193976,12546,0,0,707
XFaQXU4qeVs,Pandian Stores 2 | 4th to 8th June 2024 - Promo,பாண்டியன் ஸ்டோர்ஸ் தந்தை சொல் மிக்க மந்திரம் இல்லை - திங்கள் முதல் சனி இரவு 8 மணிக்கு நம்ம விஜய் டிவில.. Click here https://www.hotstar.com/in/shows/pandian-stores-2/1260000603 to watch the show on Disney+ Hotstar             #PandianStores #VijayTV #VijayTelevision #StarVijayTV #StarVijay #TamilTV,2024-06-04T13:22:10Z,UCvrhwpnp2DHYQ1CbXby9ypQ,Vijay Television,24,"['Pandian Stores', 'Star', 'Star Vijay TV', 'Vijay TV', 'Vijay', 'Redefining Entertainment', 'தமிழ்', 'விஜய்', 'டிவி', 'தொலைக்காட்சி', 'Tamil TV', 'Tamil Shows', 'hotstar', 'பாண்டியன் ஸ்டோர்ஸ்', 'jeeva', 'Kathir']",PT40S,hd,false,2412236,63297,0,0,637
